customer_id;age;gender;item_purchased;category;location;size;color;season;review_rating;product_rating;subscription_status;shipping_type;discount_applied;payment_method;frequency_of_purchases;age_group;total_purchase_amount;total_previous_purchase;total_spending;spending_category;freq_of_puchase_days;customer_segmentation
2870;57;Female;Socks;Clothing;Georgia;M;White;Summer;4,2;highly_rated;No;Standard;No;Bank Transfer;Weekly;senior;58;16;74;;7;loyal
2871;47;Female;Jewelry;Accessories;North Dakota;M;Blue;Winter;4,8;top_rated;No;Free Shipping;No;Debit Card;Every 3 Months;mid_adult;34;49;83;;90;returning
2872;46;Female;Shorts;Clothing;Idaho;S;Black;Summer;2,7;poorly_rated;No;2-Day Shipping;No;Venmo;Bi-Weekly;mid_adult;43;40;83;;14;loyal
2873;63;Female;Jewelry;Accessories;Connecticut;L;Olive;Fall;2,6;poorly_rated;No;Next Day Air;No;Cash;Annually;senior;48;5;53;;365;new
2874;44;Female;Sweater;Clothing;Montana;M;Teal;Spring;2,6;poorly_rated;No;Free Shipping;No;Bank Transfer;Monthly;mid_adult;40;8;48;;30;loyal
2875;36;Female;Shirt;Clothing;Colorado;L;Silver;Summer;3,1;average_rated;No;Standard;No;Debit Card;Annually;mid_adult;29;2;31;;365;new
2876;24;Female;Pants;Clothing;Kentucky;M;Pink;Fall;2,6;poorly_rated;No;Free Shipping;No;Debit Card;Weekly;young;81;14;95;;7;loyal
2877;65;Female;Hoodie;Clothing;New Mexico;M;Charcoal;Spring;3,4;average_rated;No;2-Day Shipping;No;Bank Transfer;Fortnightly;senior;84;5;89;;14;loyal
2878;32;Female;Socks;Clothing;New Jersey;M;Silver;Summer;3,6;average_rated;No;Standard;No;Venmo;Monthly;early_adult;46;34;80;;30;loyal
2879;63;Female;Dress;Clothing;California;L;Turquoise;Summer;4,3;highly_rated;No;Next Day Air;No;Bank Transfer;Annually;senior;86;13;99;;365;new
2880;62;Female;Blouse;Clothing;North Dakota;XL;Turquoise;Winter;4,9;top_rated;No;Free Shipping;No;Venmo;Annually;senior;57;31;88;;365;new
2881;19;Female;Skirt;Clothing;Florida;L;Beige;Winter;4,8;top_rated;No;Store Pickup;No;PayPal;Quarterly;young;61;43;104;;90;returning
2882;38;Female;Backpack;Accessories;Texas;M;Cyan;Winter;4,2;highly_rated;No;Free Shipping;No;Bank Transfer;Annually;mid_adult;90;6;96;;365;new
2883;59;Female;Blouse;Clothing;Oklahoma;L;Gold;Winter;2,6;poorly_rated;No;Store Pickup;No;Credit Card;Bi-Weekly;senior;51;23;74;;14;loyal
2884;22;Female;Socks;Clothing;Rhode Island;XL;Silver;Spring;3,2;average_rated;No;Standard;No;PayPal;Weekly;young;48;10;58;;7;loyal
2885;55;Female;Boots;Footwear;Arkansas;M;Purple;Summer;3,4;average_rated;No;2-Day Shipping;No;Credit Card;Every 3 Months;senior;50;47;97;;90;returning
2886;29;Female;Backpack;Accessories;Nevada;M;Yellow;Summer;3,5;average_rated;No;Next Day Air;No;Credit Card;Bi-Weekly;early_adult;82;14;96;;14;loyal
2887;42;Female;Hat;Accessories;Utah;L;Blue;Spring;4,2;highly_rated;No;Free Shipping;No;PayPal;Weekly;mid_adult;33;29;62;;7;loyal
2888;23;Female;Sandals;Footwear;Kentucky;L;Blue;Winter;2,8;poorly_rated;No;Express;No;Cash;Bi-Weekly;young;28;12;40;;14;loyal
2889;70;Female;Hoodie;Clothing;Wisconsin;L;Green;Spring;5;top_rated;No;2-Day Shipping;No;Debit Card;Quarterly;senior;42;25;67;;90;returning
2890;64;Female;Sunglasses;Accessories;Minnesota;M;Charcoal;Fall;3,3;average_rated;No;Store Pickup;No;Venmo;Annually;senior;43;21;64;;365;new
2891;39;Female;Jeans;Clothing;North Dakota;M;Violet;Winter;3,7;average_rated;No;Free Shipping;No;Credit Card;Monthly;mid_adult;55;23;78;;30;loyal
2892;47;Female;T-shirt;Clothing;Ohio;XL;Black;Winter;2,5;poorly_rated;No;Free Shipping;No;PayPal;Monthly;mid_adult;73;10;83;;30;loyal
2893;22;Female;Dress;Clothing;Nevada;M;Teal;Spring;3,2;average_rated;No;Standard;No;Credit Card;Monthly;young;39;47;86;;30;loyal
2894;69;Female;Belt;Accessories;Kentucky;S;Orange;Spring;3,1;average_rated;No;Free Shipping;No;Debit Card;Every 3 Months;senior;20;44;64;;90;returning
2895;35;Female;Jewelry;Accessories;Kentucky;S;Brown;Spring;3,5;average_rated;No;Standard;No;Venmo;Annually;early_adult;32;41;73;;365;new
2896;56;Female;Hoodie;Clothing;Montana;L;Green;Summer;4,6;top_rated;No;Standard;No;Bank Transfer;Monthly;senior;86;29;115;;30;loyal
2897;30;Female;Blouse;Clothing;Delaware;M;Silver;Summer;3,3;average_rated;No;Free Shipping;No;Venmo;Every 3 Months;early_adult;91;2;93;;90;returning
2898;43;Female;Jacket;Outerwear;Montana;L;Violet;Fall;2,5;poorly_rated;No;Free Shipping;No;Cash;Fortnightly;mid_adult;59;2;61;;14;loyal
2899;23;Female;Sneakers;Footwear;New Jersey;XL;Peach;Summer;4,6;top_rated;No;Express;No;Credit Card;Annually;young;33;29;62;;365;new
2900;50;Female;Boots;Footwear;Nebraska;M;Gold;Spring;4,2;highly_rated;No;2-Day Shipping;No;Bank Transfer;Fortnightly;mid_adult;64;22;86;;14;loyal
2901;41;Female;Blouse;Clothing;Maryland;XL;Violet;Winter;4;highly_rated;No;Standard;No;Cash;Bi-Weekly;mid_adult;67;23;90;;14;loyal
2902;41;Female;Blouse;Clothing;Alabama;L;Olive;Winter;2,6;poorly_rated;No;Free Shipping;No;Credit Card;Quarterly;mid_adult;43;46;89;;90;returning
2903;27;Female;Boots;Footwear;North Carolina;S;Orange;Spring;4,6;top_rated;No;Standard;No;PayPal;Bi-Weekly;early_adult;32;19;51;;14;loyal
2904;38;Female;Scarf;Accessories;Delaware;S;Teal;Spring;3,5;average_rated;No;2-Day Shipping;No;Credit Card;Every 3 Months;mid_adult;39;24;63;;90;returning
2905;41;Female;Sandals;Footwear;Iowa;M;Gray;Spring;4;highly_rated;No;2-Day Shipping;No;Venmo;Monthly;mid_adult;41;43;84;;30;loyal
2906;58;Female;Sunglasses;Accessories;New York;L;Black;Winter;4,8;top_rated;No;Standard;No;Debit Card;Fortnightly;senior;53;14;67;;14;loyal
2907;58;Female;Coat;Outerwear;Virginia;M;Indigo;Spring;3,9;average_rated;No;Standard;No;Venmo;Annually;senior;27;7;34;;365;new
2908;19;Female;Sunglasses;Accessories;Maryland;XL;Lavender;Summer;3,7;average_rated;No;Next Day Air;No;PayPal;Bi-Weekly;young;82;50;132;;14;loyal
2909;43;Female;Blouse;Clothing;Texas;M;Beige;Winter;3,1;average_rated;No;Store Pickup;No;Debit Card;Every 3 Months;mid_adult;87;15;102;;90;returning
2910;27;Female;Backpack;Accessories;Louisiana;M;Indigo;Winter;3;average_rated;No;Next Day Air;No;Credit Card;Every 3 Months;early_adult;78;40;118;;90;returning
2911;32;Female;Belt;Accessories;Mississippi;M;Blue;Summer;2,9;poorly_rated;No;Store Pickup;No;Credit Card;Monthly;early_adult;32;41;73;;30;loyal
2912;28;Female;Socks;Clothing;Ohio;XL;Orange;Fall;2,9;poorly_rated;No;Next Day Air;No;Venmo;Quarterly;early_adult;38;34;72;;90;returning
2913;48;Female;Shoes;Footwear;Oregon;M;Yellow;Winter;4;highly_rated;No;Standard;No;Cash;Bi-Weekly;mid_adult;37;27;64;;14;loyal
2914;43;Female;Coat;Outerwear;Wyoming;L;Cyan;Winter;3,5;average_rated;No;Express;No;Cash;Every 3 Months;mid_adult;83;12;95;;90;returning
2915;45;Female;Sweater;Clothing;Pennsylvania;M;Yellow;Fall;3,8;average_rated;No;Express;No;Debit Card;Bi-Weekly;mid_adult;72;1;73;;14;loyal
2916;26;Female;Shirt;Clothing;Oregon;M;Cyan;Fall;4,5;top_rated;No;Express;No;Debit Card;Bi-Weekly;early_adult;30;39;69;;14;loyal
2917;62;Female;Shorts;Clothing;Oklahoma;M;Green;Winter;2,7;poorly_rated;No;Express;No;Credit Card;Bi-Weekly;senior;66;13;79;;14;loyal
2918;58;Female;Shirt;Clothing;Colorado;XL;White;Winter;2,9;poorly_rated;No;Store Pickup;No;Venmo;Annually;senior;45;50;95;;365;new
2919;19;Female;Sunglasses;Accessories;New York;S;Black;Fall;4,9;top_rated;No;Free Shipping;No;Cash;Weekly;young;73;36;109;;7;loyal
2920;64;Female;Shoes;Footwear;Minnesota;L;Charcoal;Winter;3,8;average_rated;No;Standard;No;Debit Card;Monthly;senior;67;31;98;;30;loyal
2921;33;Female;Sunglasses;Accessories;Texas;XL;Brown;Spring;4,9;top_rated;No;Free Shipping;No;Debit Card;Bi-Weekly;early_adult;72;3;75;;14;loyal
2922;20;Female;Handbag;Accessories;Wisconsin;M;Cyan;Fall;4,6;top_rated;No;Standard;No;Cash;Fortnightly;young;24;11;35;;14;loyal
2923;45;Female;Sunglasses;Accessories;Kentucky;L;Beige;Winter;3,5;average_rated;No;Express;No;PayPal;Quarterly;mid_adult;68;16;84;;90;returning
2924;28;Female;Shirt;Clothing;Pennsylvania;M;Magenta;Spring;4,2;highly_rated;No;2-Day Shipping;No;Cash;Quarterly;early_adult;70;12;82;;90;returning
2925;47;Female;Shirt;Clothing;Rhode Island;L;Indigo;Winter;3,7;average_rated;No;Free Shipping;No;Debit Card;Every 3 Months;mid_adult;64;37;101;;90;returning
2926;54;Female;Sweater;Clothing;Illinois;M;Maroon;Spring;2,8;poorly_rated;No;Store Pickup;No;Credit Card;Every 3 Months;senior;91;43;134;;90;returning
2927;64;Female;Handbag;Accessories;Maryland;M;Gray;Winter;4,8;top_rated;No;2-Day Shipping;No;Cash;Weekly;senior;82;9;91;;7;loyal
2928;45;Female;Shirt;Clothing;Missouri;M;Black;Summer;2,7;poorly_rated;No;Express;No;Venmo;Bi-Weekly;mid_adult;24;15;39;;14;loyal
2929;40;Female;Jewelry;Accessories;Alabama;L;Yellow;Spring;3,6;average_rated;No;Store Pickup;No;Credit Card;Weekly;mid_adult;80;17;97;;7;loyal
2930;31;Female;Socks;Clothing;Maine;XL;White;Winter;4,5;top_rated;No;Next Day Air;No;Venmo;Fortnightly;early_adult;53;42;95;;14;loyal
2931;38;Female;T-shirt;Clothing;Mississippi;M;Orange;Spring;4;highly_rated;No;Free Shipping;No;Venmo;Monthly;mid_adult;50;14;64;;30;loyal
2932;36;Female;Jewelry;Accessories;Alabama;M;Magenta;Fall;4,5;top_rated;No;2-Day Shipping;No;Credit Card;Bi-Weekly;mid_adult;31;49;80;;14;loyal
2933;65;Female;Backpack;Accessories;Alaska;L;Black;Spring;3,9;average_rated;No;Express;No;PayPal;Quarterly;senior;88;3;91;;90;returning
2934;27;Female;Hat;Accessories;Illinois;M;Brown;Summer;3,8;average_rated;No;Standard;No;Venmo;Monthly;early_adult;52;28;80;;30;loyal
2935;38;Female;Gloves;Accessories;Idaho;M;Orange;Fall;4,7;top_rated;No;Next Day Air;No;Bank Transfer;Quarterly;mid_adult;22;41;63;;90;returning
2936;58;Female;Sneakers;Footwear;North Carolina;XL;Gray;Spring;4,6;top_rated;No;Standard;No;Venmo;Weekly;senior;27;11;38;;7;loyal
2937;31;Female;Skirt;Clothing;Washington;M;White;Spring;3,6;average_rated;No;Express;No;PayPal;Weekly;early_adult;34;46;80;;7;loyal
2938;28;Female;Handbag;Accessories;West Virginia;M;White;Spring;4,3;highly_rated;No;2-Day Shipping;No;Credit Card;Weekly;early_adult;39;15;54;;7;loyal
2939;28;Female;Sunglasses;Accessories;Maine;M;Violet;Fall;3;average_rated;No;Standard;No;Cash;Monthly;early_adult;53;15;68;;30;loyal
2940;32;Female;Sweater;Clothing;Kentucky;M;Beige;Winter;4,3;highly_rated;No;Express;No;Venmo;Weekly;early_adult;46;34;80;;7;loyal
2941;61;Female;Handbag;Accessories;Massachusetts;L;Beige;Summer;4,8;top_rated;No;Next Day Air;No;Cash;Monthly;senior;85;13;98;;30;loyal
2942;38;Female;Skirt;Clothing;Pennsylvania;L;Purple;Spring;3,7;average_rated;No;Free Shipping;No;PayPal;Monthly;mid_adult;86;27;113;;30;loyal
2943;54;Female;Socks;Clothing;Hawaii;M;Brown;Summer;2,6;poorly_rated;No;Free Shipping;No;Bank Transfer;Weekly;senior;63;37;100;;7;loyal
2944;29;Female;Shirt;Clothing;Virginia;M;Orange;Spring;3,4;average_rated;No;Standard;No;Credit Card;Monthly;early_adult;44;37;81;;30;loyal
2945;50;Female;Sneakers;Footwear;New York;XL;Cyan;Summer;3,9;average_rated;No;Free Shipping;No;Venmo;Every 3 Months;mid_adult;95;4;99;;90;returning
2946;32;Female;Belt;Accessories;Delaware;M;Charcoal;Summer;4,8;top_rated;No;Free Shipping;No;Credit Card;Every 3 Months;early_adult;49;1;50;;90;returning
2947;38;Female;Pants;Clothing;Hawaii;L;Purple;Spring;2,8;poorly_rated;No;Free Shipping;No;Bank Transfer;Quarterly;mid_adult;77;29;106;;90;returning
2948;52;Female;Jewelry;Accessories;Nebraska;L;Peach;Spring;4,4;highly_rated;No;Standard;No;Venmo;Annually;senior;63;50;113;;365;new
2949;61;Female;Pants;Clothing;Vermont;M;Violet;Winter;3,1;average_rated;No;Standard;No;Debit Card;Bi-Weekly;senior;83;38;121;;14;loyal
2950;25;Female;Jewelry;Accessories;Iowa;M;Peach;Spring;3,8;average_rated;No;Store Pickup;No;PayPal;Annually;young;93;15;108;;365;new
2951;22;Female;Jeans;Clothing;Iowa;S;Maroon;Winter;4,1;highly_rated;No;2-Day Shipping;No;Debit Card;Every 3 Months;young;91;44;135;;90;returning
2952;47;Female;Scarf;Accessories;Arkansas;L;Maroon;Fall;4,6;top_rated;No;Free Shipping;No;Cash;Weekly;mid_adult;99;14;113;;7;loyal
2953;50;Female;Belt;Accessories;Alabama;M;Peach;Spring;4,9;top_rated;No;Next Day Air;No;Debit Card;Monthly;mid_adult;24;5;29;;30;loyal
2954;45;Female;Dress;Clothing;Maryland;M;Silver;Summer;4,8;top_rated;No;Next Day Air;No;Credit Card;Annually;mid_adult;82;11;93;;365;new
2955;33;Female;T-shirt;Clothing;South Dakota;M;Indigo;Winter;3,9;average_rated;No;Express;No;Credit Card;Annually;early_adult;28;15;43;;365;new
2956;42;Female;Boots;Footwear;Vermont;M;Silver;Winter;2,6;poorly_rated;No;Free Shipping;No;Credit Card;Annually;mid_adult;67;46;113;;365;new
2957;52;Female;Dress;Clothing;Montana;M;Olive;Fall;3,7;average_rated;No;Standard;No;Venmo;Monthly;senior;88;30;118;;30;loyal
2958;69;Female;Jewelry;Accessories;South Dakota;S;Gray;Fall;4,7;top_rated;No;Standard;No;Cash;Annually;senior;70;2;72;;365;new
2959;55;Female;Skirt;Clothing;Ohio;M;Black;Summer;4,5;top_rated;No;Standard;No;PayPal;Monthly;senior;100;28;128;;30;loyal
2960;38;Female;Handbag;Accessories;Texas;L;Maroon;Summer;4,7;top_rated;No;Free Shipping;No;PayPal;Quarterly;mid_adult;28;9;37;;90;returning
2961;57;Female;Coat;Outerwear;Indiana;S;Olive;Spring;3,6;average_rated;No;Standard;No;Credit Card;Weekly;senior;48;47;95;;7;loyal
2962;33;Female;Hoodie;Clothing;New Hampshire;S;Gold;Fall;2,8;poorly_rated;No;Free Shipping;No;Debit Card;Bi-Weekly;early_adult;43;21;64;;14;loyal
2963;57;Female;Pants;Clothing;California;L;Pink;Fall;4;highly_rated;No;Express;No;Credit Card;Every 3 Months;senior;40;42;82;;90;returning
2964;52;Female;Boots;Footwear;Maine;M;Brown;Spring;3,6;average_rated;No;Free Shipping;No;Credit Card;Weekly;senior;97;28;125;;7;loyal
2965;44;Female;Coat;Outerwear;Ohio;S;White;Fall;3,8;average_rated;No;2-Day Shipping;No;Venmo;Fortnightly;mid_adult;25;13;38;;14;loyal
2966;48;Female;Scarf;Accessories;Delaware;M;Blue;Summer;4,4;highly_rated;No;Standard;No;PayPal;Fortnightly;mid_adult;45;25;70;;14;loyal
2967;52;Female;Boots;Footwear;Oklahoma;L;Orange;Fall;2,8;poorly_rated;No;Store Pickup;No;Debit Card;Every 3 Months;senior;49;38;87;;90;returning
2968;34;Female;Sneakers;Footwear;Indiana;L;Silver;Summer;3,4;average_rated;No;Free Shipping;No;Venmo;Annually;early_adult;36;40;76;;365;new
2969;26;Female;Sweater;Clothing;South Carolina;S;Gray;Fall;4,9;top_rated;No;Express;No;Cash;Every 3 Months;early_adult;48;25;73;;90;returning
2970;36;Female;Belt;Accessories;Vermont;S;Blue;Fall;4,3;highly_rated;No;Next Day Air;No;Cash;Every 3 Months;mid_adult;62;20;82;;90;returning
2971;24;Female;Jewelry;Accessories;Kansas;M;White;Winter;3,4;average_rated;No;Free Shipping;No;Credit Card;Bi-Weekly;young;74;44;118;;14;loyal
2972;30;Female;Handbag;Accessories;Utah;L;Yellow;Fall;3,9;average_rated;No;Next Day Air;No;PayPal;Every 3 Months;early_adult;100;9;109;;90;returning
2973;31;Female;Jacket;Outerwear;New York;S;Indigo;Fall;4,2;highly_rated;No;Free Shipping;No;Venmo;Every 3 Months;early_adult;39;11;50;;90;returning
2974;25;Female;Boots;Footwear;Indiana;M;Blue;Summer;2,7;poorly_rated;No;Store Pickup;No;Bank Transfer;Fortnightly;young;65;3;68;;14;loyal
2975;57;Female;Sneakers;Footwear;Tennessee;XL;Peach;Summer;4,1;highly_rated;No;Store Pickup;No;Credit Card;Weekly;senior;99;34;133;;7;loyal
2976;61;Female;Scarf;Accessories;Georgia;XL;Lavender;Winter;4,5;top_rated;No;2-Day Shipping;No;Cash;Every 3 Months;senior;68;48;116;;90;returning
2977;30;Female;Coat;Outerwear;Nebraska;M;Silver;Summer;2,8;poorly_rated;No;Express;No;Cash;Fortnightly;early_adult;97;28;125;;14;loyal
2978;38;Female;Shorts;Clothing;Washington;L;Gold;Winter;3,4;average_rated;No;Standard;No;Venmo;Annually;mid_adult;47;20;67;;365;new
2979;53;Female;Shorts;Clothing;Idaho;S;Cyan;Spring;3,9;average_rated;No;Free Shipping;No;Bank Transfer;Fortnightly;senior;56;49;105;;14;loyal
2980;31;Female;Jeans;Clothing;Louisiana;L;Olive;Fall;2,6;poorly_rated;No;Next Day Air;No;PayPal;Weekly;early_adult;91;14;105;;7;loyal
2981;70;Female;Gloves;Accessories;New Jersey;L;Teal;Fall;4,4;highly_rated;No;2-Day Shipping;No;Bank Transfer;Monthly;senior;93;9;102;;30;loyal
2982;21;Female;Pants;Clothing;Delaware;L;Pink;Winter;4,9;top_rated;No;Standard;No;Venmo;Annually;young;36;37;73;;365;new
2983;33;Female;Dress;Clothing;Wisconsin;M;Orange;Summer;3,6;average_rated;No;Store Pickup;No;Credit Card;Weekly;early_adult;45;4;49;;7;loyal
2984;60;Female;Pants;Clothing;West Virginia;M;Charcoal;Winter;2,8;poorly_rated;No;2-Day Shipping;No;Credit Card;Quarterly;senior;44;1;45;;90;returning
2985;45;Female;Gloves;Accessories;Texas;L;Red;Spring;4,3;highly_rated;No;2-Day Shipping;No;Debit Card;Bi-Weekly;mid_adult;32;36;68;;14;loyal
2986;46;Female;Belt;Accessories;Hawaii;S;Teal;Summer;3;average_rated;No;Express;No;Cash;Bi-Weekly;mid_adult;36;21;57;;14;loyal
2987;62;Female;Belt;Accessories;Arizona;S;Silver;Summer;3,3;average_rated;No;2-Day Shipping;No;Credit Card;Monthly;senior;85;16;101;;30;loyal
2988;63;Female;Skirt;Clothing;Louisiana;L;Black;Winter;2,5;poorly_rated;No;Store Pickup;No;Cash;Monthly;senior;36;42;78;;30;loyal
2989;69;Female;Socks;Clothing;Nevada;S;Pink;Spring;5;top_rated;No;2-Day Shipping;No;Debit Card;Monthly;senior;55;31;86;;30;loyal
2990;46;Female;Belt;Accessories;Rhode Island;XL;Teal;Summer;4,3;highly_rated;No;2-Day Shipping;No;Credit Card;Weekly;mid_adult;20;6;26;;7;loyal
2991;69;Female;Shirt;Clothing;Illinois;M;Teal;Fall;4,2;highly_rated;No;Free Shipping;No;Venmo;Monthly;senior;91;24;115;;30;loyal
2992;66;Female;Dress;Clothing;Utah;L;Green;Summer;3,9;average_rated;No;Standard;No;PayPal;Bi-Weekly;senior;71;7;78;;14;loyal
2993;41;Female;Socks;Clothing;North Dakota;M;Charcoal;Spring;3,9;average_rated;No;Store Pickup;No;Venmo;Weekly;mid_adult;64;25;89;;7;loyal
2994;32;Female;Jacket;Outerwear;Kansas;L;Indigo;Spring;4,2;highly_rated;No;Free Shipping;No;Cash;Bi-Weekly;early_adult;21;18;39;;14;loyal
2995;69;Female;Sweater;Clothing;Nevada;S;White;Winter;3,5;average_rated;No;Store Pickup;No;Bank Transfer;Quarterly;senior;100;14;114;;90;returning
2996;29;Female;Jeans;Clothing;Virginia;M;Orange;Summer;2,5;poorly_rated;No;Standard;No;Debit Card;Bi-Weekly;early_adult;96;42;138;;14;loyal
2997;70;Female;Jewelry;Accessories;Utah;M;White;Spring;2,9;poorly_rated;No;Express;No;Venmo;Every 3 Months;senior;91;6;97;;90;returning
2998;41;Female;Sweater;Clothing;Idaho;S;Yellow;Spring;2,7;poorly_rated;No;Next Day Air;No;Venmo;Every 3 Months;mid_adult;40;14;54;;90;returning
2999;31;Female;Hoodie;Clothing;Alaska;M;Red;Summer;4,7;top_rated;No;Express;No;Debit Card;Quarterly;early_adult;53;30;83;;90;returning
3000;31;Female;Sunglasses;Accessories;New Hampshire;S;Charcoal;Winter;3,8;average_rated;No;Standard;No;Cash;Monthly;early_adult;48;10;58;;30;loyal
3001;57;Female;Sandals;Footwear;Ohio;M;Lavender;Winter;3,7;average_rated;No;Express;No;PayPal;Weekly;senior;70;7;77;;7;loyal
3002;29;Female;Coat;Outerwear;Montana;L;Charcoal;Summer;4,7;top_rated;No;Express;No;Credit Card;Quarterly;early_adult;29;28;57;;90;returning
3003;70;Female;Belt;Accessories;Louisiana;M;Maroon;Fall;3,6;average_rated;No;Next Day Air;No;Bank Transfer;Quarterly;senior;29;19;48;;90;returning
3004;51;Female;Blouse;Clothing;Oregon;M;Brown;Fall;2,8;poorly_rated;No;Express;No;Credit Card;Every 3 Months;senior;53;13;66;;90;returning
3005;45;Female;Skirt;Clothing;Arizona;M;Lavender;Winter;3,7;average_rated;No;Store Pickup;No;Venmo;Fortnightly;mid_adult;79;23;102;;14;loyal
3006;18;Female;Shorts;Clothing;Alaska;XL;Brown;Spring;3,5;average_rated;No;Express;No;Venmo;Weekly;young;65;5;70;;7;loyal
3007;37;Female;Dress;Clothing;Utah;M;Olive;Summer;3,7;average_rated;No;Store Pickup;No;Venmo;Bi-Weekly;mid_adult;99;17;116;;14;loyal
3008;23;Female;Sunglasses;Accessories;New York;L;Lavender;Winter;3;average_rated;No;Next Day Air;No;Venmo;Weekly;young;60;31;91;;7;loyal
3009;39;Female;Shoes;Footwear;New Mexico;M;Gold;Winter;4,9;top_rated;No;Free Shipping;No;PayPal;Weekly;mid_adult;86;19;105;;7;loyal
3010;62;Female;Belt;Accessories;Louisiana;M;Silver;Winter;4,6;top_rated;No;Free Shipping;No;Venmo;Fortnightly;senior;73;8;81;;14;loyal
3011;70;Female;Belt;Accessories;Ohio;M;Violet;Winter;3,3;average_rated;No;Free Shipping;No;Credit Card;Annually;senior;45;15;60;;365;new
3012;20;Female;Belt;Accessories;Nevada;S;Brown;Summer;3;average_rated;No;Next Day Air;No;Credit Card;Every 3 Months;young;70;18;88;;90;returning
3013;42;Female;Belt;Accessories;Idaho;M;Teal;Fall;3,5;average_rated;No;Standard;No;PayPal;Annually;mid_adult;65;16;81;;365;new
3014;41;Female;Skirt;Clothing;Arizona;L;Peach;Summer;4,2;highly_rated;No;Store Pickup;No;Cash;Monthly;mid_adult;55;13;68;;30;loyal
3015;24;Female;T-shirt;Clothing;Utah;M;Maroon;Spring;4,5;top_rated;No;Express;No;PayPal;Every 3 Months;young;65;38;103;;90;returning
3016;37;Female;Scarf;Accessories;Wyoming;XL;Lavender;Spring;2,8;poorly_rated;No;Express;No;Bank Transfer;Bi-Weekly;mid_adult;21;27;48;;14;loyal
3017;30;Female;Blouse;Clothing;Indiana;L;Lavender;Summer;4,9;top_rated;No;Store Pickup;No;Bank Transfer;Quarterly;early_adult;26;31;57;;90;returning
3018;58;Female;Sunglasses;Accessories;Wisconsin;S;Purple;Summer;3,3;average_rated;No;Next Day Air;No;Cash;Bi-Weekly;senior;71;24;95;;14;loyal
3019;43;Female;Boots;Footwear;Texas;M;Green;Summer;3;average_rated;No;Free Shipping;No;Debit Card;Bi-Weekly;mid_adult;41;21;62;;14;loyal
3020;19;Female;Jacket;Outerwear;Utah;M;Yellow;Winter;3,9;average_rated;No;2-Day Shipping;No;PayPal;Annually;young;44;15;59;;365;new
3021;23;Female;Jeans;Clothing;Arkansas;S;Charcoal;Fall;2,8;poorly_rated;No;Store Pickup;No;Venmo;Every 3 Months;young;81;48;129;;90;returning
3022;65;Female;Sunglasses;Accessories;Pennsylvania;S;Blue;Summer;4,5;top_rated;No;2-Day Shipping;No;Cash;Quarterly;senior;77;47;124;;90;returning
